system:index,cell_id,dewpoint,precip,temp_max,temp_mean,wind_speed,.geo
299_0,CA_000299,286.51244163513184,7.428728043983313E-4,294.9754333496094,290.5259253184001,4.65997041178219,"{""type"":""MultiPoint"",""coordinates"":[]}"
300_0,CA_000300,286.70921897888184,0.0011274494230697485,293.4812927246094,289.7135880788167,3.7731203572703014,"{""type"":""MultiPoint"",""coordinates"":[]}"
301_0,CA_000301,286.70921897888184,0.0011274494230697485,293.4812927246094,289.7135880788167,3.7731203572703014,"{""type"":""MultiPoint"",""coordinates"":[]}"
302_0,CA_000302,286.9112860361735,0.0010413430631110998,292.6902770996094,289.2913061777751,2.8850021585297676,"{""type"":""MultiPoint"",""coordinates"":[]}"
303_0,CA_000303,286.42487653096515,0.002334599941963944,291.1668395996094,288.4217586517334,3.6847061766298452,"{""type"":""MultiPoint"",""coordinates"":[]}"
404_0,CA_000404,286.60082054138184,8.861884474704596E-4,296.0328826904297,291.3617000579834,4.796834350184959,"{""type"":""MultiPoint"",""coordinates"":[]}"
405_0,CA_000405,286.70873069763184,9.480468928764196E-4,297.1617889404297,291.6948706309001,3.545428811696186,"{""type"":""MultiPoint"",""coordinates"":[]}"
406_0,CA_000406,287.02521832784015,8.715070784042211E-4,294.9715270996094,290.5622208913167,2.7486355004712286,"{""type"":""MultiPoint"",""coordinates"":[]}"
407_0,CA_000407,287.02521832784015,8.715070784042211E-4,294.9715270996094,290.5622208913167,2.7486355004712286,"{""type"":""MultiPoint"",""coordinates"":[]}"
408_0,CA_000408,287.05345726013184,8.90103727574143E-4,293.4969177246094,289.8056290944417,2.5629133919367395,"{""type"":""MultiPoint"",""coordinates"":[]}"
421_0,CA_000421,287.2023016611735,0.006010369956488404,292.7566833496094,290.1870581309001,2.909948877199296,"{""type"":""MultiPoint"",""coordinates"":[]}"
422_0,CA_000422,287.2023016611735,0.006010369956488404,292.7566833496094,290.1870581309001,2.909948877199296,"{""type"":""MultiPoint"",""coordinates"":[]}"
510_0,CA_000510,286.91486676534015,0.0013635322451541754,298.9274139404297,293.0164852142334,3.449166835090951,"{""type"":""MultiPoint"",""coordinates"":[]}"
511_0,CA_000511,286.6476141611735,8.876003324935766E-4,299.5250701904297,293.2049617767334,2.7876008053647503,"{""type"":""MultiPoint"",""coordinates"":[]}"
512_0,CA_000512,287.33470726013184,6.432510912368627E-4,296.9070587158203,291.8144995371501,2.291087237419412,"{""type"":""MultiPoint"",""coordinates"":[]}"
